client_id,name,age,location_id,joined_bank,banking_contact,nationality,occupation,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,iaid,gender,banking_relationship,investment_advisor
IND26169,Jeremy Garza,25,33691,2016-02-03,Raymond Alexander,Asian,Office Assistant III,High,Jade,332196.915,15011.0,1,8508.5,1418337.3360000001,673120.45632,200641.67448,272419.6154472,58162.78,1016434.692,0,4,4,2,1,Female,Commercial,Victor Dean
IND46964,Joan Vasquez,60,10680,2003-10-09,Paul Holmes,European,Database Administrator I,Low,Silver,71176.99680000001,7326.8,1,1704.8928,70025.09280000001,97662.155968,66821.475136,48728.275714560004,12845.1856,343348.37679999997,1,1,1,2,2,Female,Retail,Jeremy Porter
IND33681,Sandra Moreno,53,23254,2021-08-15,Chris Armstrong,European,Editor,High,Jade,329847.83999999997,10693.44,1,3311.6688,256430.27519999997,313186.0833359999,295030.36835999996,108026.50410719997,19640.987999999998,220764.0096,1,2,1,1,3,Male,Retail,Ernest Knight
IND95665,Douglas Weaver,56,22092,2007-01-10,Chris Armstrong,European,Occupational Therapist,Mid,Silver,85181.04000000001,28180.800000000003,2,3689.9520000000007,57099.32800000001,0.0,0.0,0.0,1915.968,777429.312,0,1,1,2,4,Female,Retail,Eric Shaw
IND34612,Billy Wright,52,10773,2011-01-25,Joshua Bennett,European,Chemical Engineer,Mid,Gold,122089.6512,9183.68,1,3729.9415999999997,551115.8136,158143.35820800002,47128.81536000001,39745.300953599995,57568.2668,1058450.3248,3,2,2,1,8,Male,Institutional,Joe Carroll
IND56244,Edward Taylor,79,21379,1996-02-20,Anthony Berry,American,Account Representative I,Mid,Gold,68556.1344,39398.32,1,1885.4368000000002,318418.3652,26319.362316000002,12943.94868,26276.215820400004,15409.8932,161082.09,0,2,2,1,9,Male,Institutional,Steve Sanchez
IND98780,Susan Clark,70,2686,2013-06-26,Nicholas Cunningham,European,Research Assistant III,Low,Silver,477264.42,17267.4,1,1199.52,272381.004,1027401.6337199999,859662.59148,233995.9639248001,61002.648,1137544.506,3,4,3,2,10,Female,Private Bank,Lawrence Sanchez
IND80677,Russell Watkins,82,16674,2014-09-21,Jerry Green,Asian,Junior Executive,Mid,Platinum,82543.125,7449.75,2,4819.305,114752.89499999999,1221609.5093999999,260343.01020000002,807664.1231819999,84473.715,601287.675,2,3,3,1,11,Male,Private Bank,Peter Castillo
IND85232,Jose Stewart,31,22376,2021-12-15,Jeremy Vasquez,European,Pharmacist,High,Jade,128308.50409999999,31224.76,1,2594.7607000000003,418068.4312,115235.21541,30155.009640000004,87621.84229680001,37199.085,697802.9289,1,2,3,1,12,Male,Private Bank,Victor Gutierrez
IND84182,Larry Gomez,49,11356,2015-01-21,Douglas Tucker,European,Staff Accountant IV,Mid,Jade,84773.475,6005.25,1,7284.482999999999,713747.499,1029891.9638249998,401730.907875,368131.59558,38749.901999999995,2635585.3949999996,2,4,3,2,13,Female,Private Bank,Daniel Carroll
IND22162,Willie Owens,33,12608,2015-02-19,Chris Armstrong,European,Statistician II,High,Gold,265344.06600000005,50281.14,2,10514.423400000001,1186879.317,3056394.3532200004,779483.1236399999,737637.1875288,54256.1448,2892226.5138,0,3,3,2,14,Female,Private Bank,Carl Anderson
IND48448,John Murray,35,14830,2005-05-16,Paul Larson,Asian,Librarian,Mid,Platinum,275925.06240000005,58748.04,1,414.648,1180099.44,373370.77439999994,239579.58023999998,57965.812725600015,16091.712,252006.76799999998,1,3,3,1,15,Male,Private Bank,Nicholas Ward
IND28042,Chris Hall,46,41727,2013-09-11,Paul Holmes,Australian,Software Consultant,High,Gold,304090.89220000006,25814.83,1,7524.844800000001,353086.86600000004,1998613.002672,1075011.5393160002,276626.20877892006,86335.4976,1776040.6488000003,2,3,3,1,1,Male,Private Bank,Victor Dean
IND39614,Daniel Lewis,61,9433,2008-12-03,James Castillo,Asian,Human Resources Assistant IV,Mid,Gold,69342.6888,24300.210000000003,1,4153.545,409135.32,836097.3225000001,139349.55375000002,305175.5227125,45134.1,111123.045,2,1,4,2,2,Female,Commercial,Jeremy Porter
IND39056,Bobby Franklin,60,34313,2008-10-09,Shawn Cook,European,Health Coach IV,Mid,Jade,327746.23,26743.5,3,6001.715999999999,981805.9019999999,816157.0701199999,221330.73088,343339.29627759993,70846.84599999999,745503.8219999999,2,2,4,2,3,Female,Commercial,Ernest Knight
IND20248,Michael Barnes,62,42863,1996-04-02,Joshua Bennett,Australian,VP Product Management,High,Gold,44822.835,12362.85,2,1808.235,969274.4489999999,1225648.6456499998,274271.02560000005,326382.520464,23678.8695,102978.6615,3,2,1,2,4,Female,Retail,Eric Shaw
IND67058,Tammy Dunn,69,35993,1995-11-07,Joe Hanson,European,Business Systems Development Analyst,High,Jade,79840.11750000001,43337.31,1,1060.5039,92092.0143,106324.340907,53835.10932000001,78330.0840606,11777.5728,1007005.8426,2,4,2,2,5,Female,Institutional,Kevin Kim
IND81182,Frances Gibson,38,19234,2013-08-06,Patrick Graham,European,Account Representative I,High,Jade,245301.80340000003,42010.89,1,2188.8945000000003,129219.73350000002,90933.06105,116114.52411,25922.91725010001,28666.599000000002,165347.07150000002,2,5,3,2,6,Female,Private Bank,Victor Rogers
IND72540,Samuel GoPKRalez,70,37953,2011-07-08,Paul Holmes,European,General Manager,Mid,Jade,318320.4297,61019.11,1,10566.314999999999,1035646.7760000001,2156888.4909750004,511262.45712000004,1108161.3758076,14528.403,2046162.978,3,3,4,2,7,Female,Commercial,Eugene Cunningham
IND79266,Cynthia Mcdonald,17,30384,1999-03-19,Nicholas Simmons,Asian,Web Designer II,High,Jade,349019.92319999996,13351.5,1,2532.2528,321041.30240000004,27001.693824000005,33752.11727999999,15477.75663840001,17430.5488,944056.8816000001,2,4,1,2,8,Female,Retail,Joe Carroll
IND45633,Matthew Ramos,61,2201,2014-11-23,Chris Armstrong,Asian,Senior Cost Accountant,Low,Gold,17871.5625,11860.25,1,3459.75,135110.15,645257.4799999999,327237.72199999995,104255.17284000003,12160.05,481101.24999999994,1,1,1,2,9,Female,Retail,Steve Sanchez
IND50255,Pamela Davis,21,41547,2016-03-06,Shawn Cook,European,Programmer Analyst IV,High,Jade,31801.859099999994,14629.21,3,1059.8336,50941.2864,268103.610368,247158.015808,140838.17782144,17310.2656,178377.4208,2,1,1,2,10,Female,Retail,Lawrence Sanchez
IND35529,Mildred Greene,51,2197,1995-06-16,Raymond Alexander,European,Recruiting Manager,Low,Silver,119733.2928,9049.48,1,1186.1344,438554.0984,230097.350208,133604.91302399998,163888.69330944,14179.5984,198120.7272,0,2,2,1,11,Male,Institutional,Peter Castillo
IND76818,Laura Hicks,22,11576,2021-03-14,Joshua Ryan,European,Marketing Assistant,Mid,Gold,230267.664,54916.4,1,3467.7632,0.0,557684.655616,196457.094592,459139.2420384001,30163.6544,831192.9472,3,4,2,2,12,Female,Institutional,Victor Gutierrez
IND65466,Angela Ramos,76,13996,2014-05-17,Paul Larson,European,Developer III,High,Gold,87229.375,9115.5,1,558.6,301282.2,211625.76,95231.592,160835.5776,14167.6,222853.80000000002,1,1,3,2,13,Female,Private Bank,Daniel Carroll
IND62602,Aaron Rice,43,20785,2016-12-01,Roy Rice,European,VP Product Management,High,Platinum,125156.65140000002,27157.63,1,1265.3704000000002,155520.79760000002,153846.132608,214285.684704,56208.78344927999,7941.354400000001,452745.26080000005,3,1,3,2,14,Female,Private Bank,Carl Anderson
IND67173,Jesse Garrett,80,31460,2002-07-12,Adam Hernandez,European,Research Nurse,Low,Gold,169754.67519999997,54407.76,1,9020.9504,835555.8464,1895319.072768,1100507.848704,415136.0162611201,12789.955199999999,553463.1871999999,2,4,3,1,15,Male,Private Bank,Nicholas Ward
IND60054,Harold Hart,80,33707,2009-08-04,Joe Hanson,European,Geologist III,Mid,Gold,449829.6074999999,18183.0,2,7071.277499999999,1996251.4349999998,1019190.522645,239809.53473999997,387958.5362016,113390.442,1980667.0080000001,2,5,3,1,16,Male,Private Bank,Fred Bryant
IND78031,William Ryan,41,19021,2021-07-09,Bruce Porter,African,Accountant III,Mid,Jade,108447.36210000001,6095.43,1,4070.88,829386.0960000001,0.0,0.0,0.0,17179.536000000004,822033.6960000001,2,1,3,2,17,Female,Private Bank,Ryan Taylor
IND72496,Anthony Mcdonald,31,19146,2015-12-30,Paul Larson,European,Budget/Accounting Analyst III,Mid,Platinum,110263.62719999999,55445.92,1,6099.5844,324121.014,1072739.033856,723673.15776,130261.16839680003,38291.173200000005,2080490.3279999997,3,4,3,2,18,Female,Private Bank,Sean Vasquez
IND91488,Anthony King,73,6909,2021-12-02,Anthony Torres,American,Engineer I,High,Jade,487056.8844000001,66073.71,1,11003.202000000001,401548.9086,154460.69982,31872.842820000005,107043.7167324,21230.672400000003,1420511.0346000001,2,5,3,1,19,Male,Private Bank,Nicholas Morrison
IND21889,Justin Moore,47,33123,2000-05-21,Bruce Butler,European,Legal Assistant,Mid,Silver,165191.04,42778.12,2,3115.2024000000006,936139.1904000001,598631.9205960002,495641.48264400015,85868.27764248,57101.9256,835404.1944000002,2,2,4,1,20,Male,Commercial,Jack Phillips
IND22592,Earl Butler,42,37471,2004-05-24,Patrick Graham,Australian,Systems Administrator I,High,Jade,46662.963200000006,18655.56,1,2454.2280000000005,75097.76400000001,186230.01600000003,159330.12480000002,27603.426816,5044.788000000001,253909.15200000003,2,1,4,2,21,Female,Commercial,Juan Ramirez
IND70846,Clarence Burton,61,11284,2007-02-05,George Lewis,Asian,Associate Professor,High,Silver,74335.2336,20350.710000000003,1,1783.3716000000002,252228.8268,367693.547148,204943.94431200004,96444.20908799997,7790.31,73156.446,3,1,1,2,22,Female,Retail,Gregory Boyd
IND97484,Ralph Campbell,43,28980,2000-12-09,Victor Ramos,African,Project Manager,High,Jade,397914.89639999997,35260.0,1,6091.6896,339359.9904,2834869.9852799997,708717.4963199998,1549728.9252864,42904.367999999995,415308.58559999993,0,4,2,1,1,Male,Institutional,Victor Dean
IND22626,Terry Chavez,45,25667,2011-11-12,Paul Holmes,Australian,Geologist IV,High,Jade,455401.3191000001,12588.03,2,8833.6521,2584311.1385000004,1783850.9892840004,715812.8173560001,243830.84222951997,35798.9359,3184662.3081,0,4,3,2,2,Female,Private Bank,Jeremy Porter
IND73526,Jimmy Hamilton,66,24528,2006-11-10,Patrick Graham,Asian,Staff Scientist,Low,Silver,117814.84,21607.07,1,2587.8518,70291.6786,964257.4394879999,197593.7376,604636.837056,758.0469999999999,560618.5114,2,1,4,2,3,Female,Commercial,Ernest Knight
IND42840,Kevin Diaz,19,36782,2005-03-09,Joshua Bennett,Asian,Clinical Specialist,Mid,Silver,40627.47,10221.3,1,2524.95,709378.4249999999,669212.77125,155430.063,210003.28512000002,37652.445,408505.755,1,1,1,1,4,Male,Retail,Eric Shaw
IND91337,Paul Wagner,27,3321,2021-01-26,Keith Griffin,Australian,Account Representative I,Mid,Jade,341432.4225,75963.9,1,713.8299999999999,982369.635,2822698.5865,1042227.1704000001,1332313.7328279999,88463.05,2246229.115,1,5,1,1,8,Male,Retail,Joe Carroll
IND71064,Virginia Duncan,53,4352,2004-06-10,Jerry Green,American,Programmer III,Low,Platinum,80536.42240000001,5747.280000000001,1,1052.9456,33894.9296,102083.14939199999,68470.40508000001,56021.240519999985,16303.6664,120441.5016,3,1,1,2,9,Female,Retail,Steve Sanchez
IND34987,Andrea Freeman,44,3860,2011-01-14,Raymond Alexander,American,Design Engineer,High,Jade,63497.68920000001,35102.76,1,2365.2156,98276.772,43137.338705999995,30707.936028,29260.27618668,31787.890199999998,819083.43,0,2,2,1,10,Male,Institutional,Lawrence Sanchez
IND34900,Phillip Ward,31,16505,1999-02-03,Joe Price,European,Administrative Assistant I,Mid,Jade,34363.296,21982.4,2,3072.2560000000003,70584.7296,1016709.906432,659272.829952,93171.93126912005,36630.528,904021.6064,3,2,2,1,11,Male,Institutional,Peter Castillo
IND70426,Willie Simpson,32,18252,2002-11-13,Jesse Evans,European,Staff Accountant III,Mid,Jade,81645.4548,13505.44,2,703.3104,485794.95120000007,202534.189416,109209.61194000002,89353.31886,10420.7688,473250.726,3,1,3,2,12,Female,Private Bank,Victor Gutierrez
IND27490,Walter Warren,71,21362,2004-01-05,Paul Holmes,European,Human Resources Manager,High,Gold,65256.6856,29618.940000000002,1,1440.9592,433456.3348,92083.785688,37611.687112,57091.94712655999,17036.1092,244905.58239999998,1,2,3,2,13,Female,Private Bank,Daniel Carroll
IND69225,Sean Diaz,45,38480,1995-08-16,Shawn Cook,African,Senior Sales Associate,High,Jade,20080.71,18277.2,1,197.271,311827.077,136948.97475,156796.65224999998,41263.321522499995,7135.910999999999,438282.34199999995,3,1,3,1,14,Male,Private Bank,Carl Anderson
IND68596,Billy Perez,84,13498,2021-12-10,James Castillo,Asian,Office Assistant II,Low,Platinum,42235.024000000005,40311.96,2,94.77000000000001,432957.33,32527.755000000005,17348.136000000002,25501.75992,25880.010000000002,778707.54,3,2,3,1,15,Male,Private Bank,Nicholas Ward
IND19235,Douglas Gilbert,65,39143,2019-12-28,Douglas Tucker,European,Graphic Designer,High,Gold,83769.3396,27912.800000000003,2,1570.2560000000003,438670.0944,582515.4284800001,222726.48736000003,113076.52435200001,2852.1104000000005,1321065.1312000002,1,2,3,1,1,Male,Private Bank,Victor Dean
IND53236,John Frazier,31,20665,2010-02-14,George Lewis,European,Systems Administrator II,High,Gold,289369.8816,7043.52,1,6581.9376,248995.99440000003,3667387.277664,623216.138688,1507703.6585952002,116058.0276,1032660.4032000001,2,4,3,1,2,Male,Private Bank,Jeremy Porter
IND47522,Donald Wagner,74,38973,2018-05-07,Jason Duncan,Asian,Financial Advisor,Low,Jade,156545.51249999998,39368.0,2,2456.187,357888.959,855084.96116,875940.6919199999,133476.676864,73313.24799999999,703335.7299999999,0,5,3,1,3,Male,Private Bank,Ernest Knight
IND76422,Jesse White,81,27658,1999-10-01,Adam Hernandez,Australian,Administrative Assistant I,Mid,Jade,48289.44,23404.32,2,2547.4943999999996,237508.7424,48551.96832,35429.81472,31690.000944,10545.532799999999,647506.512,1,2,4,1,4,Male,Commercial,Eric Shaw
IND14568,Norma Palmer,45,3957,2001-06-09,Patrick Graham,American,Help Desk Technician,Mid,Gold,56683.770000000004,34034.0,2,1396.3235000000002,446498.312,27640.079869999998,27171.603939999997,10034.7544206,35122.847499999996,569593.7585,1,2,4,2,5,Female,Commercial,Kevin Kim
IND32670,Albert Burton,60,28437,2021-12-27,Benjamin Kim,Australian,Senior Developer,Mid,Jade,94891.7457,9503.460000000001,1,2234.2554000000005,104472.1584,303439.38184800005,185598.845208,73031.67258263999,2525.148,327734.1756,3,1,1,2,6,Female,Retail,Victor Rogers
IND59876,Julie Stanley,27,16258,2006-04-14,Shawn Wallace,European,Biostatistician II,High,Silver,69438.852,18824.399999999998,1,2304.8928,399840.0672,784168.26642,510090.03738000005,228626.92272419998,25895.868599999998,1079543.3502,3,1,2,1,7,Male,Institutional,Eugene Cunningham
IND34342,Eugene Brooks,46,18096,2014-07-06,Anthony Torres,African,Assistant Media Planner,Low,Jade,109422.08639999999,10715.76,1,2366.5488,638101.4639999999,372282.66028799996,376714.59672,45205.751606400016,23756.7792,150024.33599999998,0,2,3,1,8,Male,Private Bank,Joe Carroll
IND90271,Janet Frazier,73,16390,2000-12-06,Gregory Simmons,Asian,Financial Advisor,Low,Silver,352712.9856,34144.880000000005,2,555.5328000000001,458236.2036,204597.05292000002,168491.69064000002,272234.4315912,12230.1672,670824.1548000001,1,4,4,1,9,Male,Commercial,Steve Sanchez
IND66490,Charles Gardner,81,7370,2006-08-30,Phillip Peters,Asian,Information Systems Manager,Low,Jade,291163.3692,42939.6,2,1157.3760000000002,961957.92,544795.8912000001,483506.3534400001,189588.97013760003,10372.560000000001,1012035.5520000001,2,2,1,2,10,Female,Retail,Lawrence Sanchez
IND72025,Annie Powell,74,41607,2017-08-23,Bruce Porter,European,Senior Developer,Mid,Gold,282011.7267,18801.57,2,4944.123,1556756.0585999999,966718.7665199998,474879.39407999994,376850.7191592,39550.0086,2539696.3091999996,3,4,1,1,11,Male,Retail,Peter Castillo
IND28746,Wayne Stephens,76,23081,2020-02-20,Bobby Burton,European,Assistant Professor,High,Silver,374809.54559999995,53427.36,3,4308.066,1518272.322,257214.80399999997,58538.541600000004,76064.62617599999,21729.12,1014847.3439999998,0,3,1,1,12,Male,Retail,Victor Gutierrez
IND36364,Mildred Hanson,37,29401,2000-06-16,Frank Brown,Australian,Biostatistician I,High,Silver,31650.84,8774.4,1,737.1179999999999,124665.38399999999,133076.74296,85855.9632,90148.76136,6191.754,124858.452,3,1,2,1,13,Male,Institutional,Daniel Carroll
IND24886,Janet Hill,42,25399,2008-05-19,James Castillo,European,Paralegal,High,Jade,271122.5601,69209.96,2,1729.8129000000001,104967.55230000001,227109.691098,365156.758236,48093.8169384,17241.391499999998,362798.6388,1,4,2,2,14,Female,Institutional,Carl Anderson
IND41593,Thomas Gibson,28,659,2018-05-31,Patrick Graham,European,Programmer I,Low,Silver,317955.5328,32140.2,2,2672.922,440499.864,1871808.4917000004,1408313.0556600003,280771.273755,75910.21200000001,1307611.4100000001,2,5,3,1,15,Male,Private Bank,Nicholas Ward
IND82914,Antonio Austin,31,30607,2008-03-14,Nicholas Cunningham,Asian,VP Sales,High,Jade,255392.7552,27418.32,1,5188.1184,1902369.5136,1913918.67612,659097.82224,675321.7686336,26423.3088,1298226.6072,2,2,3,1,16,Male,Private Bank,Fred Bryant
IND94566,Jonathan Parker,52,16658,2021-12-30,Jerry Green,European,Sales Representative,Low,Gold,61123.15999999999,4357.5,1,8451.380000000001,1075924.458,1120243.77612,384561.29628,546244.2412812,46823.084,2298221.002,3,2,3,2,17,Female,Private Bank,Ryan Taylor
IND84566,Louis Black,33,1591,2012-10-02,Joe Hanson,European,Actuary,High,Jade,162603.456,6889.92,1,3443.0303999999996,1290650.7455999998,532420.81632,277150.56192,98023.77768959999,65730.83519999999,1572237.0912,0,2,3,1,18,Male,Private Bank,Sean Vasquez
IND56102,Larry Ray,38,8819,2019-10-29,Mark Montgomery,European,Research Nurse,High,Jade,121716.3519,28527.359999999997,1,3146.3585999999996,1418063.0426999999,712489.3733429998,419408.6382089999,74735.58745917003,90316.25279999999,1952481.8771999998,1,2,3,2,19,Female,Private Bank,Nicholas Morrison
IND92786,Gregory Brown,68,33288,2013-11-14,Joshua Ryan,European,Engineer I,Low,Silver,53434.5525,22422.05,1,1722.546,87086.664,501310.55520000006,181028.81160000002,336945.677796,11446.974,380863.728,1,1,3,2,20,Female,Private Bank,Jack Phillips
IND14072,Irene Simmons,27,24721,2000-09-27,James Castillo,Asian,Quality Control Specialist,High,Jade,33840.752400000005,9465.300000000001,3,2080.4472,95921.09280000001,383742.53377200005,156798.02455200002,130472.46148248001,1098.7392,61551.1572,3,1,3,1,21,Male,Private Bank,Juan Ramirez
IND63281,Gerald Montgomery,69,26669,2006-10-02,Carl Nguyen,Australian,Accountant II,Low,Silver,21255.9375,17049.0,1,629.9175,480426.48,659002.4653499998,341185.67355,118620.44376299999,17969.039999999997,572149.7999999999,1,1,4,1,22,Male,Commercial,Gregory Boyd
IND55583,Ryan Shaw,64,13475,2011-12-31,Jason Duncan,American,Recruiting Manager,Mid,Platinum,136956.204,35334.9,1,5363.290800000001,100278.5832,1206148.129272,682165.7452439999,266637.82824972004,14390.1684,1264941.4572,0,2,4,1,1,Male,Commercial,Victor Dean
IND46965,Kathleen Johnston,25,7343,2019-01-07,Nicholas Cunningham,European,Media Manager I,Mid,Silver,234074.51849999995,30608.429999999997,2,2457.27,573683.625,189799.419375,111348.9927,111956.350842,4409.662499999999,585351.8099999999,2,2,1,1,2,Male,Retail,Jeremy Porter
IND53170,Gary Stanley,78,19213,1996-06-19,Douglas Tucker,European,Cost Accountant,Mid,Jade,138457.24199999997,21218.82,1,6462.12,490574.4774,1579332.66561,844993.27332,136808.43472799996,17796.5466,1570392.0918,0,1,2,2,3,Female,Institutional,Ernest Knight
IND88033,Ernest Nguyen,32,469,2008-03-27,Paul Larson,American,Chief Design Engineer,High,Gold,123519.08280000002,6975.780000000001,1,1892.5284000000001,544315.4826,30171.759732000002,24276.128520000002,11964.663342000002,7325.1912,702088.3992,1,1,3,1,4,Male,Private Bank,Eric Shaw
IND14313,Gerald Dunn,48,14239,2019-09-24,Donald Reynolds,Australian,Web Developer III,Low,Jade,160941.08250000002,15836.61,3,2376.6920999999998,283464.1395,1599208.312554,611079.5991059999,351435.77795394004,923.4963,1062680.9967,0,4,4,2,8,Female,Commercial,Joe Carroll
IND93676,Matthew Cruz,55,32550,2014-02-14,Chris Armstrong,European,VP Marketing,High,Silver,210134.39719999998,28648.339999999997,2,2602.5159999999996,1778674.4639999997,1638779.8727999998,316050.40404,1025407.9775519997,18196.947999999997,2874058.1799999997,3,3,1,1,9,Male,Retail,Steve Sanchez
IND78744,Eric Davis,58,2052,2013-10-09,Anthony Berry,American,Software Engineer IV,Low,Jade,64228.64429999999,2838.43,3,3176.352,293183.784,889337.232,251978.8824,523374.961032,8040.263999999998,1182322.74,1,1,1,1,10,Male,Retail,Lawrence Sanchez
IND60784,Denise Greene,43,17528,2020-08-16,Paul Larson,Asian,Geologist IV,High,Jade,93000.44159999999,8673.72,1,95.9728,426347.6272,226948.55884800002,158266.758144,127718.28765695999,20923.7424,741663.4192,0,2,1,2,11,Female,Retail,Peter Castillo
IND56967,Nicole Burke,48,33804,2008-06-19,Jonathan Hawkins,European,Account Representative I,High,Jade,185163.75,29579.0,2,706.0799999999999,637045.44,634924.3392,469579.4591999999,168784.05350400004,40123.68,914883.84,2,2,2,1,12,Male,Institutional,Victor Gutierrez
IND17406,Lisa Marshall,44,32694,2000-05-17,Roy Rice,European,Administrative Assistant II,Mid,Silver,336518.02599999995,37779.54,2,3640.5824,923516.3574,439061.303044,275016.420588,112033.00501848002,49597.8028,192169.88700000002,0,5,2,1,13,Male,Institutional,Daniel Carroll
IND86889,Keith Alvarez,68,9423,2021-10-15,Joshua Ryan,Asian,Quality Control Specialist,Low,Jade,46002.307499999995,30977.96,1,2041.4063999999998,134519.58959999998,315419.82436800003,188773.98579600002,57205.68632855999,47499.5004,273301.6704,1,1,3,2,14,Female,Private Bank,Carl Anderson
IND20569,Charles Martinez,22,26218,2002-05-29,Roger Alexander,Asian,Automation Specialist IV,Low,Platinum,87389.0937,7934.490000000001,2,389.0754,208225.1124,91350.74116800001,45675.370584000004,9460.432920960002,15216.12,631599.066,1,1,3,1,15,Male,Private Bank,Nicholas Ward
IND71904,Kenneth Diaz,30,12910,2003-02-10,Jeremy Vasquez,Australian,Computer Systems Analyst III,High,Silver,75934.17,23153.399999999998,1,1872.225,78656.823,638053.5072600001,188607.01158,214811.34744420002,39756.519,1100503.872,1,1,3,2,1,Female,Private Bank,Victor Dean
IND49223,Carlos Castillo,80,3946,1996-08-11,Steve Diaz,European,Teacher,Low,Jade,32726.267999999996,3991.56,1,1796.202,521733.25800000003,466271.68924800004,172693.21824000002,209822.2601616,4362.2496,660555.7128000001,2,1,3,1,2,Male,Private Bank,Jeremy Porter
IND45778,Scott Johnson,28,33840,2019-05-24,Bruce Porter,American,Senior Developer,High,Silver,182033.61449999997,9258.869999999999,1,4892.8464,380136.2448,1708745.42592,547674.816,427186.35648,85632.1752,1447271.0148,2,2,3,1,3,Male,Private Bank,Ernest Knight
IND90203,Ann Flores,27,19174,2014-10-28,Joshua Ryan,European,Information Systems Manager,Low,Jade,448729.1904,41536.16,1,845.48,1484029.0,1221003.76,586081.8047999999,742858.687584,43433.200000000004,1266370.8,2,5,3,2,4,Female,Private Bank,Eric Shaw
IND45957,Joshua Howard,34,19737,2002-04-30,Nicholas Cunningham,American,Health Coach II,Mid,Silver,222609.6,9070.199999999999,3,2346.918,1368748.7519999999,868648.4163,267778.83509999997,304418.817171,6383.202,1481724.006,1,2,3,2,5,Female,Private Bank,Kevin Kim
IND37324,Kevin Schmidt,34,37221,2005-09-23,Ernest Rivera,European,Software Consultant,Low,Gold,180948.97869999998,23193.42,2,4495.8525,721455.2655,590851.3176749999,259212.19097999998,86607.36733919999,30512.2305,1101236.1415000001,3,2,4,1,6,Male,Commercial,Victor Rogers
IND22736,Matthew Ross,84,438,2007-04-08,Anthony Simpson,European,Automation Specialist II,High,Silver,54454.89839999999,30420.6,2,1502.34,681860.6759999999,0.0,0.0,0.0,11669.447999999999,1308107.724,2,1,4,1,7,Male,Commercial,Eugene Cunningham
IND95042,Jonathan Woods,55,17702,2019-01-15,Jerry Green,American,Statistician IV,Mid,Silver,72376.32869999998,20810.399999999998,1,8141.103,1696224.93,1317356.9691720002,589861.32948,475821.47244720004,55491.718199999996,1272788.6418,2,2,1,2,8,Female,Retail,Joe Carroll
IND71261,Wayne George,70,36448,2014-12-29,Joshua Ryan,European,Safety Technician I,High,Jade,196588.0884,54963.12,1,2643.5645999999997,1362063.1608,468512.75113200006,266409.21142799995,194846.18532372004,38722.5864,1001891.4606000001,0,4,2,2,9,Female,Institutional,Steve Sanchez
IND38724,Ralph Morgan,66,4422,1995-12-12,Anthony Torres,Asian,Cost Accountant,High,Jade,108386.9544,27190.65,1,2039.1228,428417.41140000004,239846.50443600002,210774.200868,109893.30748704,4019.6772,837359.8200000001,3,2,3,2,10,Female,Private Bank,Lawrence Sanchez
IND70825,Jonathan Reed,70,14307,2013-06-13,Anthony Simpson,European,VP Sales,High,Silver,280881.18,15212.7,2,5518.089,1438991.694,802754.7747300001,523143.5610599999,378828.0959400001,27907.641000000003,224260.776,1,4,4,2,11,Female,Commercial,Peter Castillo
IND78133,Earl Little,71,23667,1996-02-26,Dennis Ruiz,European,Database Administrator II,High,Gold,35709.928,6608.580000000001,1,1905.1322,66945.4594,1146047.7124060001,416081.016606,332718.8199456401,43642.42040000001,592806.2520000001,3,1,1,1,12,Male,Retail,Victor Gutierrez
IND24135,Ashley Griffin,41,16784,2002-03-11,Bruce Butler,Asian,Developer I,High,Jade,72648.8534,14258.76,2,2958.0386,241493.50609999997,291092.435205,178023.47277,37529.272637999995,32627.323299999996,389464.4545,1,1,1,1,13,Male,Retail,Daniel Carroll
IND58253,Julie Cruz,38,36192,1996-11-29,Joe Price,European,Librarian,Low,Jade,310547.54639999993,38248.899999999994,1,5264.391799999999,260831.06120000003,1177321.89292,765830.7458800001,335708.19412679994,46410.77,810658.9044,1,3,1,2,14,Female,Retail,Carl Anderson
IND49839,Norma Knight,26,11508,2019-01-17,Jerry Green,European,Automation Specialist II,High,Jade,52673.12640000001,3385.6,1,1577.9904,178705.2416,226244.05830399998,214740.12313600004,138353.99362047997,28482.745600000002,628802.176,3,2,2,1,15,Male,Institutional,Nicholas Ward
IND50159,Richard Moore,51,25595,2007-05-18,Nicholas Cunningham,American,Civil Engineer,Mid,Jade,250467.77280000006,12166.560000000001,1,736.3584,1604558.2464,1157818.61376,482424.4224,263725.350912,43965.1008,2273472.288,2,2,2,2,16,Female,Institutional,Fred Bryant
IND52909,Amy Spencer,26,41251,2015-12-28,George Lewis,American,Database Administrator IV,High,Gold,235589.5311,21968.100000000002,2,695.6334,665289.1476,110588.52142800002,55294.26071400001,127074.4028631,25602.885000000002,503879.3298,1,3,3,2,17,Female,Private Bank,Ryan Taylor
IND71789,Betty Fisher,51,12990,2011-04-14,Phillip Peters,American,Human Resources Manager,Mid,Jade,470170.8462,29661.78,1,1118.7504,224436.2142,540636.9158879999,149537.870352,429863.86269648,71860.90379999999,2094135.5532,1,4,3,2,18,Female,Private Bank,Sean Vasquez
